time,P,G(i),H_sun,T2m,WS10m,Int
20201013:0310,0.0,0.0,0.0,8.12,2.48,0.0
20201013:0410,0.0,0.0,0.0,7.96,2.48,0.0
20201013:0510,0.0,0.0,0.0,7.65,2.48,0.0
20201013:0610,0.0,0.0,0.0,7.32,2.48,0.0
20201013:0710,1043.3,262.32,10.24,7.99,2.69,0.0
20201013:0810,1845.5,437.73,18.2,8.85,2.55,0.0
20201013:0910,2614.4,619.89,24.74,9.91,3.03,0.0
20201013:1010,2098.25,498.57,29.28,10.78,3.17,0.0
20201013:1110,830.0,208.47,31.28,10.97,2.97,0.0
20201013:1210,936.15,232.67,30.45,11.22,2.9,0.0
20201013:1310,875.5,219.05,26.93,11.47,2.55,0.0
20201013:1410,767.0,194.38,21.16,11.89,2.55,0.0
20201013:1510,548.35,145.18,13.73,11.87,2.41,0.0
20201013:1610,25.5,15.76,5.2,11.31,2.07,0.0
20201013:1710,0.0,0.0,0.0,10.69,2.14,0.0
20201013:1810,0.0,0.0,0.0,9.83,2.28,0.0
20201013:1910,0.0,0.0,0.0,9.3,2.69,0.0
20201013:2010,0.0,0.0,0.0,8.9,2.76,0.0
20201013:2110,0.0,0.0,0.0,8.35,2.69,0.0
20201013:2210,0.0,0.0,0.0,7.76,2.48,0.0
20201013:2310,0.0,0.0,0.0,7.18,2.41,0.0
20201014:0010,0.0,0.0,0.0,6.59,2.34,0.0
20201014:0110,0.0,0.0,0.0,6.15,2.34,0.0
20201014:0210,0.0,0.0,0.0,5.82,2.48,0.0
20201014:0310,0.0,0.0,0.0,5.55,2.41,0.0
20201014:0410,0.0,0.0,0.0,5.27,2.41,0.0
20201014:0510,0.0,0.0,0.0,5.09,2.48,0.0
20201014:0610,0.0,0.0,0.0,5.15,2.34,0.0
20201014:0710,279.25,80.84,9.96,5.96,2.28,0.0
20201014:0810,412.55,111.06,17.9,7.29,3.72,0.0
20201014:0910,1005.1,243.79,24.41,8.28,3.86,0.0
20201014:1010,940.35,230.98,28.93,9.19,3.66,0.0
20201014:1110,827.2,206.77,30.91,10.21,3.79,0.0
20201014:1210,1703.15,404.52,30.08,10.85,4.34,0.0
20201014:1310,1270.3,306.21,26.56,10.88,4.0,0.0
20201014:1410,507.15,134.36,20.8,10.79,3.86,0.0
20201014:1510,257.05,76.22,13.39,10.52,3.79,0.0
20201014:1610,25.7,15.76,4.86,10.13,3.38,0.0
20201014:1710,0.0,0.0,0.0,9.61,3.17,0.0
20201014:1810,0.0,0.0,0.0,9.32,3.17,0.0
20201014:1910,0.0,0.0,0.0,8.76,3.17,0.0
20201014:2010,0.0,0.0,0.0,8.56,3.1,0.0
20201014:2110,0.0,0.0,0.0,8.4,3.03,0.0
20201014:2210,0.0,0.0,0.0,8.28,3.1,0.0
20201014:2310,0.0,0.0,0.0,8.14,3.03,0.0
20201015:0010,0.0,0.0,0.0,8.03,2.97,0.0
20201015:0110,0.0,0.0,0.0,7.73,2.9,0.0
20201015:0210,0.0,0.0,0.0,7.64,2.9,0.0
20201015:0310,0.0,0.0,0.0,7.49,2.97,0.0
20201015:0410,0.0,0.0,0.0,7.35,3.03,0.0
20201015:0510,0.0,0.0,0.0,7.07,3.03,0.0
20201015:0610,0.0,0.0,0.0,6.79,2.9,0.0
20201015:0710,397.7,109.55,9.69,7.32,2.69,0.0
20201015:0810,395.55,107.45,17.6,7.76,3.03,0.0
20201015:0910,418.8,113.11,24.09,8.28,3.72,0.0
20201015:1010,515.95,135.36,28.57,8.43,3.72,0.0
20201015:1110,462.85,123.31,30.54,8.5,3.66,0.0
20201015:1210,528.0,138.14,29.7,8.53,3.79,0.0
20201015:1310,170.25,54.7,26.19,8.58,3.72,0.0
20201015:1410,282.15,81.59,20.45,8.72,3.93,0.0
20201015:1510,420.2,113.8,13.05,8.87,3.72,0.0
20201015:1610,15.1,12.05,4.54,8.91,3.38,0.0
20201015:1710,0.0,0.0,0.0,8.8,2.97,0.0
20201015:1810,0.0,0.0,0.0,8.78,2.83,0.0
20201015:1910,0.0,0.0,0.0,8.87,2.97,0.0
20201015:2010,0.0,0.0,0.0,8.9,2.97,0.0
20201015:2110,0.0,0.0,0.0,8.84,2.9,0.0
20201015:2210,0.0,0.0,0.0,8.76,2.69,0.0
20201015:2310,0.0,0.0,0.0,8.62,2.34,0.0
20201016:0010,0.0,0.0,0.0,8.25,2.0,0.0
20201016:0110,0.0,0.0,0.0,7.88,1.86,0.0
20201016:0210,0.0,0.0,0.0,7.48,1.86,0.0
20201016:0310,0.0,0.0,0.0,7.37,1.86,0.0
20201016:0410,0.0,0.0,0.0,7.01,1.86,0.0
20201016:0510,0.0,0.0,0.0,6.82,2.0,0.0
20201016:0610,0.0,0.0,0.0,6.79,2.07,0.0
20201016:0710,407.5,111.83,9.41,6.79,2.07,0.0
20201016:0810,659.3,166.67,17.3,7.34,2.34,0.0
20201016:0910,975.0,237.4,23.76,7.91,2.62,0.0
20201016:1010,638.05,163.03,28.22,8.37,2.83,0.0
20201016:1110,572.9,148.54,30.17,8.61,2.76,0.0
20201016:1210,776.4,194.78,29.33,9.11,2.69,0.0
20201016:1310,1005.25,245.84,25.82,9.25,2.55,0.0
20201016:1410,897.4,221.76,20.1,9.7,2.41,0.0
20201016:1510,317.05,90.42,12.71,9.96,2.28,0.0
20201016:1610,38.4,20.34,4.21,9.97,1.93,0.0
20201016:1710,0.0,0.0,0.0,9.64,1.66,0.0
20201016:1810,0.0,0.0,0.0,9.34,1.66,0.0
20201016:1910,0.0,0.0,0.0,9.06,1.59,0.0
20201016:2010,0.0,0.0,0.0,8.88,1.72,0.0
20201016:2110,0.0,0.0,0.0,8.63,1.66,0.0
20201016:2210,0.0,0.0,0.0,8.51,1.52,0.0
20201016:2310,0.0,0.0,0.0,8.14,1.31,0.0
20201017:0010,0.0,0.0,0.0,7.92,1.1,0.0
20201017:0110,0.0,0.0,0.0,7.53,1.17,0.0
20201017:0210,0.0,0.0,0.0,7.12,1.24,0.0
20201017:0310,0.0,0.0,0.0,6.7,1.24,0.0
20201017:0410,0.0,0.0,0.0,6.21,1.1,0.0
20201017:0510,0.0,0.0,0.0,6.01,1.03,0.0
20201017:0610,0.0,0.0,0.0,5.8,0.97,0.0
20201017:0710,160.1,52.04,9.14,6.35,0.9,0.0
20201017:0810,278.95,80.66,17.01,7.4,0.83,0.0
20201017:0910,234.8,70.46,23.44,8.45,1.03,0.0
20201017:1010,621.2,160.3,27.88,9.05,1.1,0.0
20201017:1110,482.7,128.87,29.8,9.31,0.9,0.0
20201017:1210,658.65,169.55,28.96,9.7,0.76,0.0
20201017:1310,506.4,134.73,25.46,9.99,0.69,0.0
20201017:1410,506.1,134.38,19.75,10.13,0.97,0.0
20201017:1510,518.1,137.72,12.38,10.11,1.03,0.0
20201017:1610,39.05,20.6,3.89,9.91,0.76,0.0
20201017:1710,0.0,0.0,0.0,9.59,0.69,0.0
20201017:1810,0.0,0.0,0.0,9.07,0.62,0.0
20201017:1910,0.0,0.0,0.0,8.55,0.62,0.0
20201017:2010,0.0,0.0,0.0,8.24,0.76,0.0
20201017:2110,0.0,0.0,0.0,7.61,1.03,0.0
20201017:2210,0.0,0.0,0.0,7.29,1.17,0.0
20201017:2310,0.0,0.0,0.0,6.71,1.31,0.0
20201018:0010,0.0,0.0,0.0,6.36,1.52,0.0
20201018:0110,0.0,0.0,0.0,6.59,1.59,0.0
20201018:0210,0.0,0.0,0.0,6.65,1.79,0.0
20201018:0310,0.0,0.0,0.0,6.92,1.86,0.0
20201018:0410,0.0,0.0,0.0,7.13,1.93,0.0
20201018:0510,0.0,0.0,0.0,7.14,1.93,0.0
20201018:0610,0.0,0.0,0.0,7.12,2.0,0.0
20201018:0710,175.8,56.12,8.86,7.06,1.93,0.0
20201018:0810,434.0,116.55,16.71,8.15,1.93,0.0
20201018:0910,292.4,84.37,23.12,9.48,2.28,0.0
20201018:1010,749.0,189.97,27.53,10.82,2.48,0.0
20201018:1110,622.0,161.85,29.44,11.76,2.55,0.0
20201018:1210,563.05,148.6,28.59,12.31,2.76,0.0
20201018:1310,528.6,140.65,25.1,12.54,2.9,0.0
20201018:1410,843.9,212.06,19.4,12.54,2.83,0.0
20201018:1510,483.75,130.62,12.05,12.35,2.48,0.0
20201018:1610,12.35,11.13,3.57,11.59,1.86,0.0
20201018:1710,0.0,0.0,0.0,10.57,1.72,0.0
20201018:1810,0.0,0.0,0.0,9.76,1.72,0.0
20201018:1910,0.0,0.0,0.0,9.27,1.66,0.0
20201018:2010,0.0,0.0,0.0,9.1,1.52,0.0
20201018:2110,0.0,0.0,0.0,8.78,1.52,0.0
20201018:2210,0.0,0.0,0.0,8.55,1.59,0.0
20201018:2310,0.0,0.0,0.0,8.42,1.79,0.0
20201019:0010,0.0,0.0,0.0,8.14,1.86,0.0
20201019:0110,0.0,0.0,0.0,8.15,1.79,0.0
20201019:0210,0.0,0.0,0.0,8.04,1.86,0.0
20201019:0310,0.0,0.0,0.0,8.05,1.59,0.0
20201019:0410,0.0,0.0,0.0,7.62,1.52,0.0
20201019:0510,0.0,0.0,0.0,7.34,1.66,0.0
20201019:0610,0.0,0.0,0.0,6.86,1.79,0.0
20201019:0710,101.65,37.08,8.58,6.69,1.79,0.0
20201019:0810,437.75,117.39,16.41,8.09,1.72,0.0
20201019:0910,432.4,117.18,22.8,9.86,2.0,0.0
20201019:1010,950.95,236.32,27.18,11.52,2.34,0.0
20201019:1110,3228.65,787.39,29.08,12.65,2.76,0.0
20201019:1210,2971.45,720.38,28.22,13.27,3.1,0.0
20201019:1310,2229.45,536.83,24.74,13.6,2.97,0.0
20201019:1410,589.05,154.9,19.06,13.61,2.62,0.0
20201019:1510,457.05,125.09,11.72,13.46,2.07,0.0
20201019:1610,76.4,34.04,3.25,12.71,2.0,0.0
20201019:1710,0.0,0.0,0.0,11.49,2.41,0.0
20201019:1810,0.0,0.0,0.0,10.95,2.76,0.0
20201019:1910,0.0,0.0,0.0,9.54,2.97,0.0
20201019:2010,0.0,0.0,0.0,9.16,3.31,0.0
20201019:2110,0.0,0.0,0.0,9.07,3.72,0.0
20201019:2210,0.0,0.0,0.0,8.91,3.79,0.0
20201019:2310,0.0,0.0,0.0,8.83,3.79,0.0
20201020:0010,0.0,0.0,0.0,8.96,4.0,0.0
20201020:0110,0.0,0.0,0.0,9.57,4.07,0.0
20201020:0210,0.0,0.0,0.0,9.79,4.21,0.0
20201020:0310,0.0,0.0,0.0,9.67,4.41,0.0
20201020:0410,0.0,0.0,0.0,9.72,4.69,0.0
20201020:0510,0.0,0.0,0.0,10.03,4.9,0.0
20201020:0610,0.0,0.0,0.0,10.34,4.97,0.0
20201020:0710,5.5,8.34,8.31,11.59,5.45,0.0
20201020:0810,126.75,44.5,16.11,12.85,5.45,0.0
20201020:0910,222.05,68.61,22.47,13.73,5.45,0.0
20201020:1010,206.55,64.9,26.84,14.11,5.24,0.0
20201020:1110,537.7,143.98,28.72,15.12,5.03,0.0
20201020:1210,215.35,67.68,27.86,16.41,5.38,0.0
20201020:1310,178.5,58.41,24.39,16.14,4.62,0.0
20201020:1410,139.5,48.21,18.72,15.14,5.24,0.0
20201020:1510,136.5,47.28,11.39,14.21,4.69,0.0
20201020:1610,0.0,5.56,2.94,13.94,4.48,0.0
20201020:1710,0.0,0.0,0.0,13.68,4.48,0.0
20201020:1810,0.0,0.0,0.0,13.48,4.34,0.0
20201020:1910,0.0,0.0,0.0,13.74,4.0,0.0
20201020:2010,0.0,0.0,0.0,13.61,3.86,0.0
20201020:2110,0.0,0.0,0.0,13.46,3.93,0.0
20201020:2210,0.0,0.0,0.0,13.34,3.86,0.0
20201020:2310,0.0,0.0,0.0,13.28,3.93,0.0
20201021:0010,0.0,0.0,0.0,13.23,4.14,0.0
20201021:0110,0.0,0.0,0.0,13.09,4.41,0.0
20201021:0210,0.0,0.0,0.0,12.84,4.41,0.0
20201021:0310,0.0,0.0,0.0,12.53,4.48,0.0
20201021:0410,0.0,0.0,0.0,12.27,4.9,0.0
20201021:0510,0.0,0.0,0.0,12.09,5.31,0.0
20201021:0610,0.0,0.0,0.0,12.02,5.52,0.0
20201021:0710,45.8,22.25,8.03,12.89,5.66,0.0
20201021:0810,267.7,79.42,15.82,13.12,6.41,0.0
20201021:0910,162.55,53.77,22.15,13.61,6.9,0.0
20201021:1010,1172.5,287.43,26.5,15.19,7.59,0.0
20201021:1110,879.3,224.13,28.36,18.01,8.14,0.0
20201021:1210,3033.5,734.72,27.5,19.68,8.55,0.0
20201021:1310,1610.4,394.16,24.04,20.21,9.03,0.0
20201021:1410,1017.4,256.68,18.38,19.92,8.97,0.0
20201021:1510,838.55,218.13,11.07,19.26,8.41,0.0
20201021:1610,34.6,21.03,2.64,18.36,7.72,0.0
20201021:1710,0.0,0.0,0.0,17.67,7.31,0.0
20201021:1810,0.0,0.0,0.0,17.27,7.1,0.0
20201021:1910,0.0,0.0,0.0,17.78,6.9,0.0
20201021:2010,0.0,0.0,0.0,17.3,6.55,0.0
20201021:2110,0.0,0.0,0.0,16.97,5.93,0.0
20201021:2210,0.0,0.0,0.0,16.63,5.24,0.0
20201021:2310,0.0,0.0,0.0,16.11,4.76,0.0
20201022:0010,0.0,0.0,0.0,15.59,4.48,0.0
20201022:0110,0.0,0.0,0.0,15.23,4.34,0.0
20201022:0210,0.0,0.0,0.0,14.71,4.14,0.0
20201022:0310,0.0,0.0,0.0,14.24,3.93,0.0
20201022:0410,0.0,0.0,0.0,13.8,3.79,0.0
20201022:0510,0.0,0.0,0.0,13.67,3.86,0.0
20201022:0610,0.0,0.0,0.0,13.55,3.52,0.0
20201022:0710,181.4,59.33,7.76,14.15,4.28,0.0
20201022:0810,385.7,108.17,15.52,15.02,4.14,0.0
20201022:0910,178.6,58.41,21.83,15.95,3.86,0.0
20201022:1010,1975.75,478.44,26.16,16.79,4.76,0.0
20201022:1110,729.85,190.36,28.01,17.79,4.9,0.0
20201022:1210,718.3,188.1,27.15,18.32,4.62,0.0
20201022:1310,72.75,30.59,23.69,17.84,4.83,0.0
20201022:1410,495.3,135.46,18.05,17.77,3.17,0.0
20201022:1510,1040.25,264.79,10.76,16.24,3.79,0.0
20201022:1610,0.0,0.0,0.0,14.92,3.38,0.0
20201022:1710,0.0,0.0,0.0,14.48,3.1,0.0
20201022:1810,0.0,0.0,0.0,14.17,2.97,0.0
20201022:1910,0.0,0.0,0.0,14.34,3.17,0.0
20201022:2010,0.0,0.0,0.0,13.8,2.83,0.0
20201022:2110,0.0,0.0,0.0,13.49,2.62,0.0
20201022:2210,0.0,0.0,0.0,13.14,2.41,0.0
20201022:2310,0.0,0.0,0.0,12.86,2.28,0.0
20201023:0010,0.0,0.0,0.0,12.59,2.21,0.0
20201023:0110,0.0,0.0,0.0,12.22,2.07,0.0
20201023:0210,0.0,0.0,0.0,11.96,1.93,0.0
20201023:0310,0.0,0.0,0.0,11.86,1.86,0.0
20201023:0410,0.0,0.0,0.0,11.68,1.86,0.0
20201023:0510,0.0,0.0,0.0,11.74,1.79,0.0
20201023:0610,0.0,0.0,0.0,11.75,1.79,0.0
20201023:0710,68.25,28.74,7.48,12.28,1.72,0.0
20201023:0810,77.9,31.52,15.23,13.05,1.66,0.0
20201023:0910,111.75,40.79,21.52,13.86,2.21,0.0
20201023:1010,331.5,95.49,25.82,14.6,2.69,0.0
20201023:1110,157.35,52.85,27.66,15.11,3.1,0.0
20201023:1210,971.7,244.29,26.79,15.34,3.17,0.0
20201023:1310,319.2,92.71,23.34,15.21,3.45,0.0
20201023:1410,589.65,155.87,17.72,15.36,3.17,0.0
20201023:1510,549.7,147.91,10.44,15.11,3.38,0.0
20201023:1610,0.0,0.0,0.0,14.41,3.03,0.0
20201023:1710,0.0,0.0,0.0,13.63,3.17,0.0
20201023:1810,0.0,0.0,0.0,12.96,3.38,0.0
20201023:1910,0.0,0.0,0.0,13.16,3.52,0.0
20201023:2010,0.0,0.0,0.0,13.08,3.79,0.0
20201023:2110,0.0,0.0,0.0,12.95,4.07,0.0
20201023:2210,0.0,0.0,0.0,12.68,4.07,0.0
20201023:2310,0.0,0.0,0.0,12.35,3.86,0.0
20201024:0010,0.0,0.0,0.0,11.96,3.79,0.0
20201024:0110,0.0,0.0,0.0,11.77,3.93,0.0
20201024:0210,0.0,0.0,0.0,11.57,3.86,0.0
20201024:0310,0.0,0.0,0.0,11.41,3.66,0.0
20201024:0410,0.0,0.0,0.0,11.44,3.72,0.0
20201024:0510,0.0,0.0,0.0,11.31,4.07,0.0
20201024:0610,0.0,0.0,0.0,11.21,4.48,0.0
20201024:0710,134.3,46.71,7.21,11.81,5.03,0.0
20201024:0810,170.95,55.63,14.93,12.29,5.45,0.0
20201024:0910,200.35,63.04,21.2,12.88,5.79,0.0
20201024:1010,1073.55,263.2,25.48,13.51,7.03,0.0
20201024:1110,704.4,180.95,27.31,13.96,7.1,0.0
20201024:1210,724.45,185.73,26.44,14.41,7.31,0.0
20201024:1310,839.1,211.53,23.0,14.79,7.24,0.0
20201024:1410,658.35,170.48,17.39,14.83,6.55,0.0
20201024:1510,588.25,156.36,10.13,14.75,5.93,0.0
20201024:1610,0.0,0.0,0.0,14.73,5.93,0.0
20201024:1710,0.0,0.0,0.0,14.72,6.0,0.0
20201024:1810,0.0,0.0,0.0,14.91,6.28,0.0
20201024:1910,0.0,0.0,0.0,14.98,6.76,0.0
20201024:2010,0.0,0.0,0.0,14.65,6.9,0.0
20201024:2110,0.0,0.0,0.0,14.73,7.17,0.0
20201024:2210,0.0,0.0,0.0,14.8,7.24,0.0
20201024:2310,0.0,0.0,0.0,14.82,7.31,0.0
20201025:0010,0.0,0.0,0.0,14.77,7.24,0.0
20201025:0110,0.0,0.0,0.0,14.73,7.1,0.0
20201025:0210,0.0,0.0,0.0,14.46,6.83,0.0
20201025:0310,0.0,0.0,0.0,14.42,6.76,0.0
20201025:0410,0.0,0.0,0.0,14.44,6.55,0.0
20201025:0510,0.0,0.0,0.0,14.22,6.48,0.0
20201025:0610,0.0,0.0,0.0,13.89,6.48,0.0
20201025:0710,97.35,37.0,6.93,13.5,5.52,0.0
20201025:0810,126.3,44.5,14.64,13.53,5.24,0.0
20201025:0910,345.7,98.27,20.88,13.56,4.76,0.0
20201025:1010,218.55,67.68,25.15,13.4,4.83,0.0
20201025:1110,276.6,81.59,26.96,12.98,5.31,0.0
20201025:1210,215.35,66.75,26.1,12.83,4.62,0.0
20201025:1310,155.7,51.92,22.67,12.7,3.72,0.0
20201025:1410,105.5,38.94,17.07,12.7,3.24,0.0
20201025:1510,68.25,28.74,9.83,12.47,3.24,0.0
20201025:1610,0.0,0.0,0.0,12.12,3.24,0.0
20201025:1710,0.0,0.0,0.0,11.8,3.24,0.0
20201025:1810,0.0,0.0,0.0,11.46,3.38,0.0
20201025:1910,0.0,0.0,0.0,10.78,3.59,0.0
20201025:2010,0.0,0.0,0.0,10.7,3.59,0.0
20201025:2110,0.0,0.0,0.0,10.61,3.72,0.0
20201025:2210,0.0,0.0,0.0,10.46,3.86,0.0
20201025:2310,0.0,0.0,0.0,10.39,3.52,0.0
20201026:0010,0.0,0.0,0.0,9.95,3.38,0.0
20201026:0110,0.0,0.0,0.0,10.04,3.38,0.0
20201026:0210,0.0,0.0,0.0,10.02,3.86,0.0
20201026:0310,0.0,0.0,0.0,9.79,3.93,0.0
20201026:0410,0.0,0.0,0.0,9.52,3.93,0.0
20201026:0510,0.0,0.0,0.0,9.15,3.93,0.0
20201026:0610,0.0,0.0,0.0,8.65,4.07,0.0
20201026:0710,347.75,99.28,6.66,8.7,4.48,0.0
20201026:0810,1001.3,242.84,14.35,8.82,4.97,0.0
20201026:0910,840.45,207.2,20.57,9.3,5.52,0.0
20201026:1010,323.85,91.78,24.81,10.3,6.41,0.0
20201026:1110,513.1,135.76,26.62,11.13,6.55,0.0
20201026:1210,871.95,216.58,25.75,11.65,6.55,0.0
20201026:1310,2087.75,491.65,22.33,11.9,5.66,0.0
20201026:1410,68.55,28.74,16.75,11.78,4.48,0.0
20201026:1510,154.3,51.37,9.53,11.74,5.03,0.0
20201026:1610,0.0,0.0,0.0,11.2,4.48,0.0
20201026:1710,0.0,0.0,0.0,10.64,4.41,0.0
20201026:1810,0.0,0.0,0.0,10.27,4.55,0.0
20201026:1910,0.0,0.0,0.0,9.35,5.1,0.0
20201026:2010,0.0,0.0,0.0,9.43,5.03,0.0
20201026:2110,0.0,0.0,0.0,9.24,4.97,0.0
20201026:2210,0.0,0.0,0.0,9.17,5.03,0.0
20201026:2310,0.0,0.0,0.0,8.97,4.83,0.0
20201027:0010,0.0,0.0,0.0,8.8,4.62,0.0
20201027:0110,0.0,0.0,0.0,8.69,4.48,0.0
20201027:0210,0.0,0.0,0.0,8.57,4.34,0.0
20201027:0310,0.0,0.0,0.0,8.27,4.21,0.0
20201027:0410,0.0,0.0,0.0,8.28,4.14,0.0
20201027:0510,0.0,0.0,0.0,8.11,4.21,0.0
20201027:0610,0.0,0.0,0.0,8.38,4.34,0.0
20201027:0710,204.25,64.14,6.39,8.42,4.41,0.0
20201027:0810,620.95,158.37,14.06,8.87,4.55,0.0
20201027:0910,269.85,78.8,20.26,9.4,6.21,0.0
20201027:1010,455.2,121.91,24.48,10.03,6.9,0.0
20201027:1110,435.45,117.74,26.28,10.54,6.41,0.0
20201027:1210,283.1,82.51,25.41,11.25,6.69,0.0
20201027:1310,1311.75,313.34,22.0,11.31,6.62,0.0
20201027:1410,766.45,192.14,16.44,11.22,5.66,0.0
20201027:1510,547.7,144.85,9.23,11.11,6.0,0.0
20201027:1610,0.0,0.0,0.0,10.92,6.07,0.0
20201027:1710,0.0,0.0,0.0,10.78,6.48,0.0
20201027:1810,0.0,0.0,0.0,10.91,7.03,0.0
20201027:1910,0.0,0.0,0.0,10.86,7.45,0.0
20201027:2010,0.0,0.0,0.0,11.27,7.72,0.0
20201027:2110,0.0,0.0,0.0,11.32,7.66,0.0
20201027:2210,0.0,0.0,0.0,11.29,7.17,0.0
20201027:2310,0.0,0.0,0.0,11.51,6.21,0.0
20201028:0010,0.0,0.0,0.0,11.79,5.38,0.0
20201028:0110,0.0,0.0,0.0,11.9,4.55,0.0
20201028:0210,0.0,0.0,0.0,11.55,3.93,0.0
20201028:0310,0.0,0.0,0.0,11.05,3.93,0.0
20201028:0410,0.0,0.0,0.0,10.7,3.93,0.0
20201028:0510,0.0,0.0,0.0,10.12,4.34,0.0
20201028:0610,0.0,0.0,0.0,10.22,4.69,0.0
20201028:0710,182.75,59.22,6.11,10.19,4.07,0.0
20201028:0810,699.75,177.22,13.76,10.57,4.55,0.0
20201028:0910,2053.25,483.47,19.95,11.25,4.9,0.0
20201028:1010,1157.9,280.59,24.16,12.0,6.0,0.0
20201028:1110,2013.8,474.73,25.94,12.68,6.97,0.0
20201028:1210,2398.65,564.08,25.08,13.13,7.45,0.0
20201028:1310,1244.35,300.56,21.68,13.4,7.59,0.0
20201028:1410,1898.3,450.85,16.13,13.25,6.21,0.0
20201028:1510,344.0,98.08,8.94,12.95,6.28,0.0
20201028:1610,0.0,0.0,0.0,11.94,5.66,0.0
20201028:1710,0.0,0.0,0.0,11.38,5.66,0.0
20201028:1810,0.0,0.0,0.0,10.77,6.41,0.0
20201028:1910,0.0,0.0,0.0,10.74,6.21,0.0
20201028:2010,0.0,0.0,0.0,10.62,6.62,0.0
20201028:2110,0.0,0.0,0.0,10.73,6.48,0.0
20201028:2210,0.0,0.0,0.0,10.69,6.48,0.0
20201028:2310,0.0,0.0,0.0,10.35,6.55,0.0
20201029:0010,0.0,0.0,0.0,9.94,6.48,0.0
20201029:0110,0.0,0.0,0.0,9.34,6.14,0.0
20201029:0210,0.0,0.0,0.0,9.0,5.86,0.0
20201029:0310,0.0,0.0,0.0,8.97,6.07,0.0
20201029:0410,0.0,0.0,0.0,8.85,5.66,0.0
20201029:0510,0.0,0.0,0.0,8.68,5.38,0.0
20201029:0610,0.0,0.0,0.0,8.5,5.03,0.0
20201029:0710,43.95,21.32,5.84,8.11,4.21,0.0
20201029:0810,151.5,50.06,13.48,8.7,4.28,0.0
20201029:0910,265.0,77.88,19.64,9.8,3.93,0.0
20201029:1010,378.4,104.76,23.83,10.72,4.9,0.0
20201029:1110,892.75,221.37,25.6,11.55,5.45,0.0
20201029:1210,407.95,112.18,24.74,12.03,5.31,0.0
20201029:1310,410.1,112.77,21.36,12.11,4.0,0.0
20201029:1410,243.15,73.24,15.83,11.78,4.0,0.0
20201029:1510,82.15,32.45,8.65,11.27,4.28,0.0
20201029:1610,0.0,0.0,0.0,11.05,4.28,0.0
20201029:1710,0.0,0.0,0.0,11.01,4.62,0.0
20201029:1810,0.0,0.0,0.0,11.11,5.24,0.0
20201029:1910,0.0,0.0,0.0,11.15,5.52,0.0
20201029:2010,0.0,0.0,0.0,11.52,5.66,0.0
20201029:2110,0.0,0.0,0.0,11.94,5.66,0.0
20201029:2210,0.0,0.0,0.0,12.39,5.66,0.0
20201029:2310,0.0,0.0,0.0,12.71,5.72,0.0
20201030:0010,0.0,0.0,0.0,12.91,5.72,0.0
20201030:0110,0.0,0.0,0.0,13.05,5.79,0.0
20201030:0210,0.0,0.0,0.0,13.13,5.79,0.0
20201030:0310,0.0,0.0,0.0,13.14,5.72,0.0
20201030:0410,0.0,0.0,0.0,13.07,5.59,0.0
20201030:0510,0.0,0.0,0.0,13.01,5.59,0.0
20201030:0610,0.0,0.0,0.0,12.98,5.72,0.0
20201030:0710,17.2,12.98,5.57,13.34,5.86,0.0
20201030:0810,94.75,36.16,13.19,13.55,5.86,0.0
20201030:0910,264.0,78.8,19.33,13.79,5.86,0.0
20201030:1010,932.05,232.19,23.51,14.09,5.93,0.0
20201030:1110,1427.6,344.85,25.27,14.32,5.72,0.0
20201030:1210,179.9,58.41,24.42,14.75,5.86,0.0
20201030:1310,304.7,89.0,21.04,14.93,5.24,0.0
20201030:1410,473.0,128.22,15.53,15.01,5.66,0.0
20201030:1510,220.45,68.86,8.37,14.91,5.17,0.0
20201030:1610,0.0,0.0,0.0,14.75,4.83,0.0
20201030:1710,0.0,0.0,0.0,14.62,4.55,0.0
20201030:1810,0.0,0.0,0.0,14.5,4.41,0.0
20201030:1910,0.0,0.0,0.0,14.03,4.69,0.0
20201030:2010,0.0,0.0,0.0,13.98,4.48,0.0
20201030:2110,0.0,0.0,0.0,13.84,4.21,0.0
20201030:2210,0.0,0.0,0.0,13.52,3.86,0.0
20201030:2310,0.0,0.0,0.0,13.37,3.59,0.0
20201031:0010,0.0,0.0,0.0,13.22,3.24,0.0
20201031:0110,0.0,0.0,0.0,13.09,2.97,0.0
20201031:0210,0.0,0.0,0.0,12.82,2.76,0.0
20201031:0310,0.0,0.0,0.0,12.44,2.69,0.0
20201031:0410,0.0,0.0,0.0,12.26,2.76,0.0
20201031:0510,0.0,0.0,0.0,11.88,2.83,0.0
20201031:0610,0.0,0.0,0.0,11.24,2.9,0.0
20201031:0710,221.85,69.89,5.3,10.86,2.76,0.0
20201031:0810,322.55,91.98,12.9,11.55,2.83,0.0
20201031:0910,2409.2,576.98,19.03,12.98,3.31,0.0
20201031:1010,3032.4,732.06,23.19,14.38,4.14,0.0
20201031:1110,3271.3,794.03,24.95,15.32,4.62,0.0
20201031:1210,3158.5,767.78,24.09,16.05,4.62,0.0
20201031:1310,2703.6,655.59,20.73,16.67,4.48,0.0
20201031:1410,1011.9,253.53,15.23,16.81,4.48,0.0
20201031:1510,345.1,100.03,8.09,16.41,4.83,0.0
20201031:1610,0.0,0.0,0.0,15.53,4.97,0.0
20201031:1710,0.0,0.0,0.0,14.92,4.97,0.0
20201031:1810,0.0,0.0,0.0,14.5,5.17,0.0
20201031:1910,0.0,0.0,0.0,15.14,5.79,0.0
